requests_per_minute,failed_attempts,data_accessed_mb,unique_endpoints,login_time_seconds,is_anomaly
7,1,4.114025411191272,2,1.983846422807868,0
22,7,21.786978716680174,12,0.0997480347398592,1
6,0,1.3920506329096207,3,2.684725193906288,0
43,6,17.366879739782085,14,0.24025198087384803,1
4,0,2.7292941653379295,4,1.7113074629775533,0
161,15,1.246626566533264,2,0.06394320690966405,1
1,1,3.0217224045620603,3,1.901692985008785,0
41,9,29.425173860973587,6,0.17451009826421726,1
19,11,9.18303260002651,19,0.19594319512852792,1
6,0,2.091322310540258,3,2.7408395463027992,0
6,1,2.0846019154935753,2,1.7870433848242255,0
99,15,1.0538954056280496,2,0.04314785774561636,1
9,0,0.6036827820140619,2,0.8562388572537831,0
263,7,6.522437028137126,3,0.029505112386688438,1
4,1,4.428073268702454,4,2.518600387910156,0
5,0,2.2845804889825967,3,0.6452090304204987,0
7,1,0.878797588056107,2,2.992811250394278,0
5,1,3.761868539673167,3,2.5718437728798236,0
1,0,0.5371012106890753,2,0.799405329548128,0
9,1,4.470294853006205,2,0.7033719516047494,0
2,0,2.721679987020062,2,1.1999477341507103,0
5,2,238.93733050353708,5,0.3796019293271404,1
2,0,1.0422161921624868,3,2.554476592111123,0
3,1,3.224031609640545,3,1.903108564619253,0
5,0,2.537577980501464,4,1.016053179401508,0
291,29,4.26041278388732,1,0.04462308582498209,1
150,13,5.9226692623424935,1,0.03424586259733919,1
2,1,1.8033341509651495,2,0.721756334392639,0
217,11,5.287932877094125,1,0.031959217977665676,1
1,1,2.081469357590219,2,1.7972942632070938,0
21,1,132.6901382987113,9,0.43111342763985194,1
5,1,228.43243883482006,12,0.47377657022851627,1
5,0,3.3526421853468453,1,2.4544758246125733,0
46,12,1.2689169326389207,2,0.025637733609606507,1
261,13,2.2294081328605535,3,0.015028970759689049,1
112,9,9.694427546158096,3,0.04803090830925352,1
35,9,9.75269124459319,8,0.23303065171073895,1
4,1,3.882221704931401,3,2.1028690822132434,0
155,5,4.112897146640717,3,0.011017910396230035,1
251,19,5.972508706671002,3,0.014798147720955597,1
9,1,0.24403278420688576,2,1.7166723535617572,0
1,1,0.9373491782113226,3,2.5521536828833815,0
221,10,7.860781288197448,3,0.0409596551261105,1
30,6,13.15846077329968,8,0.12062401649321307,1
9,0,3.4326897816254722,3,2.2474768450989693,0
42,9,7.097988395535735,14,0.2213609708054754,1
38,7,19.346031352612833,7,0.21415776842696904,1
108,8,0.22663887706531094,2,0.08942134964104899,1
141,19,1.8079115656118472,2,0.07923008330543203,1
202,13,5.283709579104903,2,0.035376965811463344,1
3,0,1.0133844352619061,3,2.1629930517405,0
19,7,12.222123472729141,13,0.2975215940168705,1
5,0,2.885749390374796,3,2.9762628550016834,0
3,0,0.254772109645646,2,2.041511454656185,0
47,8,12.598562806375682,8,0.2706835951683555,1
2,1,3.007065376719876,4,0.8988617002829709,0
26,2,318.0422113042799,11,0.10164599234114786,1
2,0,2.3635199678203795,2,0.5531735271259679,0
34,6,23.975132063048274,11,0.24518296330022527,1
3,0,0.4537722039979617,3,1.0089457008556066,0
128,12,0.3306313849026149,2,0.03388486682693752,1
206,14,4.55890841193623,2,0.040248544558007075,1
9,0,4.870952800101055,2,0.9020201285437466,0
123,14,1.4974606523263214,1,0.01797403867116555,1
7,0,3.0758015964870893,4,1.5757647372486567,0
3,1,1.0609541884979188,3,0.5492763443859103,0
9,0,423.2090519626212,12,0.3781280693972516,1
2,1,1.835318686886315,3,1.106176259086824,0
8,1,1.831764758583319,2,1.1391124945231808,0
89,12,0.8429812498105314,2,0.09375356931795246,1
65,8,0.5319788701825877,1,0.04241227667243672,1
7,1,0.5189918011868936,3,2.6203202386672086,0
1,0,0.41120796499100665,1,1.537048755844163,0
32,8,5.939277259972685,19,0.18667513013919207,1
34,7,21.92881031144184,17,0.12251138299060922,1
20,2,225.26479792691293,9,0.48549014469652496,1
9,1,3.0054591720311445,2,2.1303081138260946,0
16,1,118.25949820095349,11,0.15748549718086746,1
8,1,4.168077336378259,4,2.8610243139431835,0
5,0,3.7745626724028623,3,1.8885792640065686,0
36,4,15.069109961556297,17,0.215608502925267,1
15,8,23.078206847063854,13,0.10653133281241799,1
285,27,5.444326364112358,1,0.04720683861753699,1
107,21,1.808309388544966,2,0.0105726111066824,1
24,0,339.59140327088426,4,0.38190458709177205,1
134,8,1.3515150777941427,1,0.0719321235477888,1
20,8,13.823962586308914,6,0.28374860795969137,1
1,0,4.645986187656543,2,1.8125787521506704,0
99,16,1.272595988451729,1,0.056715381181744344,1
4,1,3.1000641308176746,3,0.7002871159616879,0
8,0,1.4225649897217552,3,1.1556601107495628,0
188,15,0.6649745916499938,1,0.03152620937943331,1
7,1,2.2179798410733107,2,1.3546804150967153,0
8,0,3.5975340287910975,4,1.656699464174016,0
197,9,0.5267696625033187,1,0.04383936009471803,1
164,14,1.3467074915940358,1,0.038805384926888516,1
4,1,4.595238504119105,3,2.5426801773732,0
38,7,19.54055732472984,16,0.19083116050826165,1
53,19,1.6555434085265421,2,0.0751904935415867,1
23,0,385.61305778674256,4,0.4207056728995826,1
25,0,361.2651162125132,7,0.4420420170183734,1
157,14,1.2684586566481515,2,0.04198461118171656,1
272,27,5.882809316790263,2,0.041559406396831734,1
45,10,15.398597614546375,18,0.15565729925340227,1
2,0,3.9000853218055522,3,1.8191193253619646,0
1,0,1.9508571424568297,4,1.912102833156541,0
49,9,1.317846946956131,1,0.06176470154469625,1
9,0,137.2121945840109,7,0.37370913006612133,1
256,6,6.429626251434487,1,0.03989777626386776,1
9,1,1.8275873960374285,3,0.5173803263279768,0
9,1,2.1038694276299226,2,2.788034319066201,0
36,5,16.26716187347283,11,0.12822684855341204,1
8,0,4.9339247190856,1,2.8342295593996862,0
28,0,102.81168152544767,12,0.12150867545120911,1
96,17,0.913579268358668,1,0.07520651662587563,1
8,1,1.0603160258538116,1,2.9029300608733726,0
25,1,213.0982758315048,13,0.17698418361194007,1
1,0,1.1568082467488143,4,2.5670972092796935,0
38,11,9.653397443833699,8,0.1984506202024039,1
5,1,1.2041307087913886,2,1.1148943209612703,0
24,1,417.3045401753018,10,0.32606291238762936,1
271,8,9.620108208893836,1,0.019566351111289723,1
22,10,6.097498566075128,19,0.26599039518375256,1
178,12,1.9589548297211323,2,0.0755641609445452,1
6,0,4.444733897760433,4,1.4365315365661782,0
220,15,8.440431939379165,3,0.02081573145538102,1
11,1,388.5573804425153,12,0.33638061658253315,1
4,0,4.8315969620653405,2,1.4635412563497903,0
8,1,4.0460433400537354,4,2.3056673296391477,0
42,4,18.518364178327605,10,0.17619889957613205,1
288,27,1.1720448498678762,2,0.037508881697222426,1
3,1,1.7104562723125885,3,1.0318197375605724,0
8,1,4.278826926290317,2,1.0840193776247748,0
280,14,7.931423905813864,2,0.024709346032204395,1
3,1,1.9261656487608418,2,2.8403869354019524,0
7,1,4.325582172859051,1,2.4911794391846933,0
178,17,1.2772197411736974,2,0.026318735193295473,1
2,0,3.447600896582859,2,2.7857470164012477,0
120,20,8.378180244862548,1,0.02115039489658212,1
9,1,4.324425324600708,1,1.3226284134246775,0
1,0,2.0182623399873596,2,1.8588821527849715,0
14,1,166.11764438806983,14,0.06088629375110986,1
28,11,23.773494959082957,13,0.29759044549959296,1
9,0,4.543459363574195,1,1.0698379063548542,0
5,0,2.1151500712683085,2,2.526383326954582,0
9,0,2.302225792547315,4,2.0428624665100754,0
8,1,414.70013406177475,6,0.34350091679546263,1
5,1,3.6377939841074416,2,1.0308477766956905,0
178,13,1.6016416981342814,1,0.07842608408099215,1
5,1,2.2020707341375902,1,2.3497719011184364,0
7,1,3.5901258906297664,1,1.2121012359436691,0
188,11,0.7644361365171141,1,0.09480838507058736,1
102,12,0.14349826745462846,1,0.07254559800122155,1
287,16,8.185423064665173,3,0.028004934447277287,1
27,1,203.04288813348876,10,0.06825143189510664,1
12,5,26.897077087926426,12,0.06135082036717314,1
8,1,367.12187329056263,9,0.4515361241628435,1
1,1,3.3777278923491885,1,0.9881074694951113,0
7,0,4.311137387074886,3,1.8129084591676503,0
27,0,435.26087342076977,6,0.1704995039697504,1
3,0,3.6796907703655775,2,0.8481801816584682,0
159,19,1.620677364862487,1,0.06761514014453496,1
49,8,1.217584307201942,2,0.055909874124894274,1
9,1,3.524344680488432,1,1.1447192135830058,0
3,0,0.23532218218115306,2,0.7349548496021725,0
5,0,1.3737543279858875,3,2.245404285049363,0
5,1,3.677192651152911,3,1.1193274737528935,0
5,0,1.2700080142646817,3,1.6682769163441313,0
26,6,17.062510505884017,9,0.2465514130652645,1
8,0,1.5680199676557376,4,0.6676911934710688,0
29,2,222.1242706786925,8,0.0649352095530918,1
4,1,0.5036671235176292,2,1.0751342075785848,0
12,9,20.16829311793591,16,0.19870080366944742,1
1,1,2.5262179823684745,4,1.7901975511090416,0
6,1,2.990367153046665,2,1.482744311666901,0
235,27,9.363052482686685,2,0.0206467205006215,1
8,1,2.147935555406336,1,1.205086431428266,0
142,25,6.8181286747413745,3,0.04517020459385539,1
7,1,1.5064868525570727,2,1.3160839412582324,0
2,0,3.849435236323345,4,2.168983463908962,0
9,1,0.1875822801937277,2,0.6127516930508079,0
30,11,21.525356356183007,16,0.15361742888483582,1
240,19,8.350812371075753,3,0.041295533178403496,1
5,1,1.745742700034192,3,1.4492310204181673,0
150,14,1.5367103249009675,1,0.03707677975179296,1
1,0,0.9185053487146544,4,1.4483964748060594,0
2,0,0.5627705077040491,3,1.3413855372218162,0
102,10,6.803493436200824,1,0.03728775522506442,1
16,1,392.32838599229194,13,0.4907978781717906,1
3,0,2.2672639356664606,3,1.5233350157876075,0
1,0,4.356135728128355,2,1.5908395790163898,0
2,0,3.328727315359742,1,1.8793064881483494,0
1,0,0.48503463605960173,2,1.3052367555483384,0
299,17,4.582047636590525,3,0.038405417271922634,1
2,1,4.196390512527926,1,0.8289192128181495,0
3,1,0.9642962338804942,3,0.9137832935699346,0
7,1,4.950805138710732,1,2.211428869699583,0
121,13,2.844830885741348,2,0.0178333233653708,1
13,1,316.31750199421776,6,0.3918120845515843,1
19,7,23.143147759102582,19,0.09713515143731279,1
1,1,2.3490460412833643,4,1.5365603093175593,0
8,1,2.118020479321616,2,0.7667481252835902,0
3,1,1.6254077258644182,4,2.2940894647715737,0
23,2,298.9023721258753,10,0.44246106501011445,1
41,7,11.183507895477083,6,0.16455866259820845,1
20,8,18.180816518847816,17,0.21477844111738165,1
41,19,0.6924506528619931,2,0.08884946733382383,1
263,26,3.0497476249288864,3,0.046378184437489686,1
201,15,2.8290078197747857,3,0.025461620272921114,1
271,19,7.834159231773517,3,0.02275467273284555,1
3,0,4.708605952963379,3,2.3142987709709,0
87,13,1.682092891759382,2,0.02822325041487137,1
4,1,4.934795603750092,1,1.82792382000258,0
114,9,1.8802198637590193,1,0.05587518220765284,1
5,0,3.4335069390801207,1,0.6626289824631988,0
3,0,0.7315106373621812,3,1.9619152648728841,0
9,0,4.384156263786644,3,2.168894346302568,0
16,2,437.4949305626897,14,0.33536396223308157,1
231,21,2.264976708205247,1,0.019139469870190832,1
3,0,4.489241618800245,1,1.2858899526908167,0
47,9,25.17413727209984,7,0.18671491024378156,1
8,1,4.554259351261641,3,2.0813513330657654,0
93,17,1.349364594278244,1,0.05995764543720577,1
1,0,4.349741584703032,1,1.3350221968630946,0
5,0,2.9922933005395502,4,1.2759048973089344,0
4,1,0.2534351330322371,2,2.4378320584027864,0
1,0,3.292275382103161,3,0.9894778369732411,0
3,1,2.5550954311847707,4,2.146734079047363,0
1,1,3.6358230986812585,4,2.60457194189568,0
6,1,317.01832135816915,10,0.3685257937533959,1
1,0,3.0112405052254623,3,1.4824736224471478,0
225,15,3.800957455570542,2,0.043885579587751404,1
6,1,284.9182244002429,6,0.3429380602179294,1
3,0,3.8792246987611345,1,2.8157521962833725,0
237,7,5.43578126002702,3,0.023209711173456216,1
7,1,0.7314623506198815,3,1.0715629038123087,0
6,1,289.15885312436194,12,0.2778197267728412,1
182,16,0.8256853153405022,2,0.010938492945766277,1
3,1,1.6971986354892354,4,0.5414695723196403,0
201,28,8.544388235911345,1,0.01497473596002041,1
5,1,4.93453393465576,4,2.6578463049725096,0
3,0,0.7682202303751718,4,2.951156812730945,0
238,11,2.1233873257016347,1,0.03723023571841942,1
9,0,3.0582355054776813,3,1.4954217339773583,0
14,7,15.090025059039782,10,0.097453825743039,1
18,6,5.226354039509275,13,0.10729298780354053,1
24,0,370.4710248301736,5,0.19171381487583544,1
181,8,1.9173526567690122,1,0.044883570833449266,1
240,12,9.433819256129153,1,0.040644637311823446,1
8,1,2.1666370326795117,1,1.6855355416436595,0
6,1,1.1307129416024564,1,1.8991217087172854,0
4,0,1.5979153945071913,4,2.627841678792142,0
6,1,2.508813279033041,3,2.128798667005662,0
71,13,1.6531544461332641,1,0.07068734257681436,1
186,13,0.8455480709041016,2,0.09028762200462111,1
4,1,0.2965350379211642,1,1.7849896695218124,0
10,10,22.364885681332133,12,0.26261790369020943,1
35,9,19.23849448917759,16,0.16474086984432468,1
1,0,0.3762399335895429,2,2.2292859929222804,0
13,11,22.621775251084543,8,0.22654829574083968,1
6,0,1.8649341429151884,4,1.3166281044901023,0
9,0,2.8783796788346727,1,0.7727740794143743,0
9,1,4.607292520422527,2,1.664250305797033,0
180,15,0.7505289084637383,2,0.05880134849426635,1
4,0,0.18856928171605225,2,1.3134992453981693,0
9,0,3.1767119085054483,3,1.779142533868153,0
6,0,3.763285962863631,3,1.9437156772653141,0
6,1,3.509000034963776,4,1.7396893376969271,0
4,1,3.5135890369967724,4,0.5575565119690937,0
2,1,4.48465401709548,2,2.3181799896410524,0
115,12,0.1209594024144297,2,0.022042336265153985,1
8,0,4.227338772961089,3,1.8112784739256367,0
6,1,1.2597574490421861,3,2.965002659557177,0
4,0,3.6355110194973377,4,1.916011600742243,0
287,22,6.732120857092689,3,0.02543498011580464,1
3,0,3.6571828264641733,3,2.640810729695231,0
7,1,1.8184878957133799,2,0.7213585265340454,0
6,1,3.240286249535752,4,2.2412536655676973,0
6,1,4.450073483928703,4,0.710349912487622,0
44,6,14.91384204974908,16,0.269835255044132,1
9,1,1.9057790842464297,3,1.6788311502562818,0
8,1,3.1587661799785614,3,1.5788203578411064,0
83,8,1.8532386619754493,2,0.022527822215577687,1
28,7,28.317762703319033,18,0.24669237583928183,1
191,17,0.5023351662644089,2,0.09953796854527905,1
1,0,4.208555742443527,2,2.2524228286478,0
158,19,2.3642586358289197,1,0.025420476189476893,1
12,5,25.82075941970678,8,0.20699834565102454,1
7,1,0.9535473492334429,1,2.31792267441577,0
29,2,489.11052915683433,6,0.3892828566185528,1
24,0,168.232764622836,8,0.3340883988913949,1
142,15,1.9855892609299934,2,0.08343522450717555,1
21,11,19.051819860064278,12,0.187327442870026,1
26,6,29.004194618218637,7,0.24290672774465194,1
6,1,4.315982629727209,1,0.593370471873036,0
156,29,2.106286106188488,1,0.038791658134187446,1
239,9,1.433674111539666,1,0.029942831980228367,1
2,1,2.5521820147406333,1,2.658334123929563,0
2,1,4.059789859865643,1,0.7637356495756765,0
148,9,0.7122094565447938,2,0.03635398330308683,1
1,1,3.5153771308768134,3,2.2722774922752964,0
37,9,6.77895712933582,9,0.12381045062241054,1
261,17,7.85711631344383,3,0.04354196859611313,1
8,0,3.3907086584047184,2,1.6905267419725354,0
4,1,2.002515081550374,4,1.9591402796271802,0
48,6,6.8895903463516746,11,0.06708352621140105,1
8,1,2.0467077237458,1,1.8496515927820918,0
5,0,0.3683320302279536,1,1.0139495209390939,0
14,6,6.414641403667891,12,0.28611214567357585,1
27,0,212.608479365972,7,0.10066117568537167,1
12,7,7.268042555873276,19,0.2796066080363522,1
179,18,0.6117294667738475,2,0.01388563622173105,1
23,2,488.8021318526148,12,0.13235694990562724,1
8,0,4.697868238423085,4,1.448071462409501,0
181,23,6.419052868193016,3,0.03294115805822293,1
3,1,0.9318137349289497,2,1.6219439345785076,0
158,27,7.485896307548019,3,0.01634496578105512,1
4,1,1.9436719691014874,3,1.7041674699102884,0
71,14,1.5679831821538268,2,0.017709242463678748,1
145,15,1.202902512761682,2,0.09618627560548422,1
9,0,1.8791032523533122,2,2.018888055733932,0
5,0,0.29957113136295366,2,2.9487763215537712,0
89,8,1.697656000909253,2,0.03277525895207061,1
1,1,2.420512053331934,2,2.0522887944186925,0
14,2,117.75510886834178,12,0.22865676855673628,1
89,14,0.38884722094443136,1,0.06079969816109943,1
24,0,381.05350923420656,7,0.3543918630522765,1
28,2,169.95257487038376,12,0.3448770843612462,1
3,1,2.899462815405913,4,2.195040381397659,0
29,1,237.4652770436412,4,0.22582776452612596,1
47,5,17.485794246670885,7,0.21233058114422043,1
3,1,0.1257437109360861,4,1.402434742350067,0
5,2,211.71043538176417,6,0.36236775807942395,1
2,1,3.219557175949185,3,1.5936873050593228,0
2,0,2.1238527557737155,2,1.730694641120087,0
15,2,328.7489084908746,8,0.1330143139101377,1
2,0,4.513439133655167,2,2.1375233470802715,0
2,0,3.231687695295952,1,1.9502805742386702,0
272,6,1.0547987341585516,3,0.030903063973469806,1
116,18,1.3521675149869934,1,0.016413105498873273,1
14,0,156.38385100870772,9,0.4324889171662979,1
4,1,0.4457868622621063,3,2.8606289928129183,0
9,0,3.7025420071649187,2,1.5211330326767467,0
29,2,348.37142699137246,9,0.3821311055023327,1
9,0,0.6676348982232625,2,2.0850142577490285,0
25,11,6.295894977993226,6,0.0549489145868136,1
8,0,4.72918690922791,3,2.759309917938176,0
4,1,0.7827241265887909,3,1.5259573075890742,0
12,5,17.919748478203957,8,0.11713343901690183,1
29,7,16.45055529170647,8,0.21212620502967205,1
18,2,278.98725652898315,7,0.14314666029729206,1
29,2,460.51840430985953,12,0.2110092193964488,1
5,1,3.7552751751887192,2,0.8107430587138618,0
2,1,0.9206646530694419,1,2.878874935888317,0
7,1,2.904896021223982,4,1.848728230938343,0
7,0,0.9848191911239343,1,1.6830252952033335,0
98,8,1.5000601153939461,2,0.0525602769069864,1
3,1,3.250335261709841,2,2.7316792776924372,0
4,1,0.35324043372617775,4,1.5283847626416964,0
9,0,0.5473047162520545,3,2.892002212816141,0
35,9,17.967524859514874,6,0.07578034060201895,1
17,7,27.441866816948917,17,0.26091241601295595,1
8,0,3.68790194340685,1,2.3975896138471247,0
39,8,5.377767105361876,8,0.14331495361568974,1
4,0,4.398282649984231,1,2.207455158542831,0
8,0,2.6564772285174447,3,2.1671606438652606,0
4,1,3.283201205331352,3,2.3023498106303233,0
7,0,1.1285374061683704,3,1.3734674976233325,0
5,1,3.3834705695936145,1,2.5075647445816585,0
1,1,1.2878076888338934,3,2.268075239111111,0
36,11,26.566011778729475,18,0.2903783347457712,1
5,0,3.9651542111666473,4,2.219714305752033,0
5,1,2.6857354345228694,3,2.7977892881966486,0
8,1,1.0090750269452937,1,0.7279112260154792,0
5,0,1.590786990501735,2,0.5176657630492936,0
3,0,2.0542224170794934,3,1.5974285517640903,0
1,0,3.008603022414839,4,1.3877607581982618,0
9,0,346.8266064471205,11,0.2892197590719939,1
182,9,0.6216264826002382,1,0.07256300986428345,1
9,0,1.2639662412842048,1,1.611048631878004,0
9,1,4.574878707526709,2,0.5129621569349669,0
1,1,1.9170094357715053,2,1.3129583050668676,0
17,6,24.26856327263879,6,0.28019165211583935,1
2,0,3.7526534235032174,1,1.9111463563066031,0
9,1,1.1839262649160511,2,0.6289895166467749,0
2,0,4.885953669446637,2,0.8047152333423688,0
4,0,0.47720155816108567,3,2.236962332599261,0
9,0,1.9486923992126512,2,1.909912730047091,0
1,1,1.934733311630068,1,1.560326678255965,0
15,2,452.854245712824,8,0.0735160456787107,1
2,1,3.624088713534093,2,1.3307865633877722,0
11,11,9.504893853203697,12,0.1654290359532798,1
9,1,4.642469269501903,3,0.9928853164321934,0
5,0,113.35344071455249,11,0.4522953695035417,1
89,13,0.10063176162892988,1,0.06576291594080466,1
6,1,3.8351971604054174,1,1.2929892919134964,0
1,1,4.354675424474375,4,2.370649225959146,0
14,4,26.94961242462087,10,0.06708830007748966,1
28,5,16.22711862527367,10,0.2861840646957699,1
3,1,2.68023448663054,1,0.5634658891508622,0
274,29,3.6824698777549885,1,0.02901626431400295,1
253,22,3.4855260203880953,2,0.045829069037046914,1
110,26,5.800479658888263,2,0.015226093752938517,1
17,0,102.20231966416833,4,0.148580964095836,1
187,7,9.67615666405932,2,0.011559840502996464,1
1,0,3.395750379303119,4,1.0864032333370717,0
3,0,0.7430999006436991,1,2.779590087399778,0
2,1,3.1274514769859483,4,2.6615220898875918,0
1,1,0.31272141098861395,2,0.7807608610280479,0
3,0,1.9092293593984913,4,0.8360366923474356,0
22,1,324.7971389867227,8,0.2895893070238477,1
118,9,7.577362258406279,1,0.029021841499473067,1
246,10,3.304428085944589,1,0.030417299560169288,1
8,1,2.1801843834621737,2,2.5149813744378955,0
8,0,3.921242436240604,2,1.208357370663954,0
7,1,3.7596910090655316,4,2.888809239887337,0
6,1,4.191158160316566,4,0.830690527813326,0
8,1,136.91391682930288,11,0.38803012151378813,1
24,1,202.67769132401833,7,0.22272749737024078,1
5,1,388.00321586524524,13,0.08997811028940397,1
8,1,401.6430721264656,11,0.10681420225667607,1
2,1,3.4902864686941975,4,2.9861436565270516,0
7,0,2.691791956733339,4,2.8314747735631323,0
155,24,5.900340995202367,3,0.03245174171793611,1
145,10,0.7987427666668502,2,0.05334713618813761,1
